Name,Start_Date,Last_Report_Date,Size_Acres,Cost,Year,Duration_Days,Start_Month,Start_Year,Start_Day,Start_Weekday,Last_Year,GACC_EB,GACC_GB,GACC_NO,GACC_NW,GACC_NW/WB,GACC_RM,GACC_SA,GACC_SO,GACC_SW,GACC_Unknown,GACC_WB,State_AZ,State_CA,State_CO,State_FL,State_GA,State_ID,State_KS,State_MN,State_MT,State_NC,State_NE,State_NM,State_NV,State_OK,State_OR,State_OR/NV,State_SD,State_TX,State_UT,State_WA,State_WY,Cause_L,Cause_N,Cause_U,Cause_Unknown
Diamond Complex,2011-08-22,2011-09-03,52710.0,4982582.0,2011.0,12,8,2011,22,0,2011,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Northeast Texas Complex,2011-09-04,2011-09-29,52681.0,3958900.0,2011.0,25,9,2011,4,6,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
T17,2011-08-25,2011-08-27,50176.0,410000.0,2011.0,2,8,2011,25,3,2011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Chukkar Canyon,2011-09-30,2011-10-13,48672.0,500000.0,2011.0,13,9,2011,30,4,2011,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Pains Bay,2011-05-05,2011-06-28,45294.0,13934482.0,2011.0,54,5,2011,5,3,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bear Springs Callie Marie,2011-06-05,2011-06-21,44662.0,2500000.0,2011.0,16,6,2011,5,6,2011,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Izzenhood,2011-09-30,2011-10-13,42157.0,500000.0,2011.0,13,9,2011,30,4,2011,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Matador West,2011-02-27,2011-03-02,41000.0,7925100.0,2011.0,3,2,2011,27,6,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Roper,2011-04-11,2011-04-13,41000.0,82000.0,2011.0,2,4,2011,11,0,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
#536 Bear Creek,2011-09-04,2011-09-10,40388.0,48400.0,2011.0,6,9,2011,4,6,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Stanton County,2011-03-22,2011-03-28,40000.0,7925100.0,2011.0,6,3,2011,22,1,2011,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chester,2009-07-10,2009-07-17,41497.0,250000.0,2009.0,7,7,2009,10,4,2009,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Bluff Creek,2009-07-26,2009-11-10,41756.0,7925100.0,2009.0,107,7,2009,26,6,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Big Pole,2009-08-06,2009-11-09,44345.0,7925100.0,2009.0,95,8,2009,6,3,2009,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Dry Creek Complex,2009-08-20,2009-08-24,48902.0,870000.0,2009.0,4,8,2009,20,3,2009,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Bear Creek,2009-06-17,2009-09-25,50897.0,7925100.0,2009.0,100,6,2009,17,2,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Putnam,2009-03-05,2009-03-11,52790.0,7925100.0,2009.0,6,3,2009,5,3,2009,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
East Slide Rock Ridge,2008-08-10,2009-04-07,54549.0,7925100.0,2009.0,240,8,2008,10,6,2009,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Cato,2009-06-10,2009-06-13,55080.0,460000.0,2009.0,3,6,2009,10,2,2009,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Chakina,2009-07-02,2009-08-25,56413.0,1933616.0,2009.0,54,7,2009,2,3,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Loco/Healdton,2009-04-09,2009-04-15,56688.0,7925100.0,2009.0,6,4,2009,9,3,2009,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Rock Slough,2009-06-30,2009-11-10,62313.0,7925100.0,2009.0,133,6,2009,30,1,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sheenjek,2009-07-02,2009-10-01,62658.0,245000.0,2009.0,91,7,2009,2,3,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Stevens Creek #1,2009-06-18,2009-11-10,85909.0,7925100.0,2009.0,145,6,2009,18,3,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
La Brea,2009-08-08,2009-10-05,89489.0,7925100.0,2009.0,58,8,2009,8,5,2009,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pasco,2009-06-10,2009-06-23,93029.0,450000.0,2009.0,13,6,2009,10,2,2009,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rex Creek *,2009-08-02,2009-09-01,101150.0,7925100.0,2009.0,30,8,2009,2,6,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Wood River 1,2009-07-12,2009-09-01,125382.0,7925100.0,2009.0,51,7,2009,12,6,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nowitna,2009-06-13,2009-08-01,126582.0,7925100.0,2009.0,49,6,2009,13,5,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Zitziana,2009-06-17,2009-08-01,141125.0,7925100.0,2009.0,45,6,2009,17,2,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Station,2009-08-26,2009-11-22,160577.0,95510000.0,2009.0,88,8,2009,26,2,2009,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tonclonukna Creek,2009-05-23,2009-07-01,164318.0,2969556.0,2009.0,39,5,2009,23,5,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Titna River,2009-07-11,2009-08-01,164542.0,7925100.0,2009.0,21,7,2009,11,5,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Big Creek,2009-07-18,2009-08-18,169639.0,820825.0,2009.0,31,7,2009,18,5,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Little Black One **,2009-06-20,2009-08-01,349450.0,7925100.0,2009.0,42,6,2009,20,5,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Crazy Mountain
Complex **",2009-06-20,2009-08-01,447420.0,7925100.0,2009.0,42,6,2009,20,5,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Minto Flats South *,2009-06-21,2009-07-01,517078.0,7925100.0,2009.0,10,6,2009,21,6,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Railbelt Complex *,2009-06-21,2009-08-01,636224.0,7925100.0,2009.0,41,6,2009,21,6,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
